provincia,partido,localidad,link_indec,otros,"0,5_mbps",1_mbps,2_mbps,3_mbps,5_mbps,6_mbps,8_mbps,10_mbps,15_mbps,20_mbps,30_mbps,50_mbps,100_mbps
BUENOS AIRES,25 de Mayo,25 de Mayo,6854100,0,2,0,0,85,0,76,299,288,415,1797,1501,647,693
BUENOS AIRES,25 de Mayo,Agustín Mosconi,6854010,0,0,0,0,0,0,0,0,59,0,5,0,0,0
BUENOS AIRES,25 de Mayo,Del Valle,6854020,0,1,0,0,181,0,0,0,10,0,0,0,0,0
BUENOS AIRES,25 de Mayo,Ernestina,6854030,0,0,0,0,0,75,0,0,0,0,0,0,0,0
BUENOS AIRES,25 de Mayo,Gobernador Ugarte,6854040,0,0,0,106,3,7,3,4,1,0,0,0,0,0
BUENOS AIRES,25 de Mayo,Lucas Monteverde,6854050,0,0,0,0,5,0,0,0,0,0,0,0,0,0
BUENOS AIRES,25 de Mayo,Norberto de la Riestra,6854060,0,0,0,174,32,8,914,0,2,322,0,0,20,0
BUENOS AIRES,25 de Mayo,Pedernales,6854070,0,0,0,0,0,0,2,0,177,3,0,0,25,0
BUENOS AIRES,25 de Mayo,San Enrique,6854080,0,0,0,0,0,0,0,0,0,0,11,0,0,0
BUENOS AIRES,25 de Mayo,Valdés,6854090,0,0,0,0,0,0,0,0,245,0,18,0,0,0
BUENOS AIRES,9 de Julio,12 de Octubre,6588030,0,0,0,0,11,0,0,0,0,0,0,0,0,0
BUENOS AIRES,9 de Julio,9 de Julio,6588100,0,0,0,0,198,154,4824,98,2670,1239,1144,362,640,1817
BUENOS AIRES,9 de Julio,Alfredo Demarchi  (Est. Facundo Quiroga),6588010,0,0,0,0,510,0,0,0,0,0,0,0,0,0
BUENOS AIRES,9 de Julio,Dudignac,6588040,0,0,8,0,36,0,46,0,52,0,0,0,0,0
BUENOS AIRES,9 de Julio,Manuel B. Gonnet  (Est. French),6588060,0,0,1,193,0,0,1,0,2,0,0,0,0,0
BUENOS AIRES,9 de Julio,Morea,6588080,0,0,0,0,130,0,0,0,0,0,0,0,0,0
BUENOS AIRES,9 de Julio,Patricios,6588110,0,0,0,0,50,0,16,0,44,21,0,0,0,0
BUENOS AIRES,9 de Julio,Villa General Fournier  (Est. 9 de Julio Sud),6588120,0,0,0,0,42,0,6,0,37,29,32,11,3,0
BUENOS AIRES,Adolfo Alsina,Carhué,6007010,0,0,0,0,763,0,0,36,0,1231,0,1,813,2
BUENOS AIRES,Adolfo Alsina,Colonia San Miguel Arcángel,6007020,0,0,0,0,208,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Adolfo Alsina,Esteban Agustín Gascón,6007050,0,0,0,0,60,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Adolfo Alsina,Maza,6007070,10,2,0,0,0,386,0,0,6,0,2,0,0,0
BUENOS AIRES,Adolfo Alsina,Rivera,6007080,0,0,0,0,0,0,0,0,52,0,0,0,0,0
BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),6014010,0,0,0,0,0,0,0,447,122,1422,0,44,1,0
BUENOS AIRES,Adolfo Gonzales Chaves,De la Garma,6014020,0,0,0,0,0,0,0,28,45,5,0,0,0,0
BUENOS AIRES,Adolfo Gonzales Chaves,Juan E. Barra,6014030,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Adolfo Gonzales Chaves,Vásquez,6014040,0,0,0,0,12,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Alberti,Alberti   (Est. Andrés Vaccarezza),6021010,0,0,0,1,0,1,0,116,0,302,0,0,0,1
BUENOS AIRES,Alberti,Coronel Seguí,6021020,0,0,0,0,0,0,0,0,0,5,0,0,0,0
BUENOS AIRES,Alberti,Mechita,6021030,0,0,0,0,275,10,0,0,0,0,0,0,0,0
BUENOS AIRES,Alberti,Villa Ortiz  (Est. Coronel Mom),6021070,0,0,0,0,0,0,0,0,0,24,0,0,0,0
BUENOS AIRES,Almirante Brown,Adrogué,6028010,0,10,21,8,1,6,12,37,254,135,3,11552,527,2616
BUENOS AIRES,Almirante Brown,Burzaco,6028010,53,9,15,77,14,17,82,30,671,60,1,11393,397,2028
BUENOS AIRES,Almirante Brown,Claypole,6028010,1,0,6,0,2,4,5,0,259,0,0,4111,129,652
BUENOS AIRES,Almirante Brown,Don Orione,6028010,0,0,0,0,0,3,0,0,225,42,0,5,14,45
BUENOS AIRES,Almirante Brown,Glew,6028010,1,5,4,15,5,9,12,16,203,8,0,11741,151,651
BUENOS AIRES,Almirante Brown,Jose Mármol,6028010,0,0,1,0,0,2,1,3,260,0,0,1384,172,1208
BUENOS AIRES,Almirante Brown,Longchamps,6028010,1,1,0,0,3,10,1,4,356,4,0,7431,215,1149
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,6028010,1,0,3,0,0,5,1,0,74,0,2,6,79,398
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,6028010,0,0,0,0,0,2,0,0,155,0,0,4095,17,120
BUENOS AIRES,Almirante Brown,Rafael Calzada,6028010,1,3,28,0,97,9,52,3,408,9,0,9967,203,1059
BUENOS AIRES,Almirante Brown,San Francisco Solano,6028010,1,1,9,0,40,1,88,0,69,0,0,3236,33,132
BUENOS AIRES,Almirante Brown,San Jose,6028010,0,3,0,0,0,5,0,0,292,0,0,5,66,403
BUENOS AIRES,AMBA,Otros,Sin Datos,0,13,0,0,0,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Arrecifes,Arrecifes,6077010,159,1,137,275,546,0,95,285,10,451,4483,3,1821,1301
BUENOS AIRES,Arrecifes,Todd,6077020,0,0,0,0,0,0,0,0,0,0,185,0,125,31
BUENOS AIRES,Arrecifes,Viña,6077030,0,0,0,0,80,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Avellaneda,Avellaneda,6035010,34,8,41,1,27,12,24,397,211,817,22,2948,2591,3502
BUENOS AIRES,Avellaneda,Crucesita,6035010,0,0,1,0,1,5,1,3,93,1,16,13,2174,2070
BUENOS AIRES,Avellaneda,Dock Sud,6035010,3,1,5,0,5,0,5,1,29,0,4,3,1291,481
BUENOS AIRES,Avellaneda,Gerli,6035010,0,1,2,0,0,0,0,0,241,0,13,2,3531,2378
BUENOS AIRES,Avellaneda,Pineyro,6035010,1,4,5,1,0,6,0,2,186,1,7,12,1997,1909
BUENOS AIRES,Avellaneda,Sarandí,6035010,3,12,5,2,1,14,0,128,260,1605,35,3394,6520,4481
BUENOS AIRES,Avellaneda,Villa Domínico,6035010,2,5,9,1,5,6,8,468,342,9,36,15,5503,3149
BUENOS AIRES,Avellaneda,Wilde,6035010,3,5,6,0,1,7,7,261,375,1685,61,3079,7974,4995
BUENOS AIRES,Ayacucho,Ayacucho,6042010,0,0,119,0,0,0,23,752,0,1202,0,3,0,0
BUENOS AIRES,Ayacucho,La Constancia,6042020,0,0,0,10,0,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Ayacucho,Solanet,6042030,0,0,17,10,0,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Ayacucho,Udaquiola,6042040,0,0,31,14,0,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Azul,Azul,6049020,14,9,171,819,0,121,2,951,130,683,9,14,1234,8122
BUENOS AIRES,Azul,Cacharí,6049030,0,0,0,458,0,56,5,0,1,0,1,0,0,0
BUENOS AIRES,Azul,Chillar,6049040,0,0,0,8,0,8,0,0,0,0,0,0,0,0
BUENOS AIRES,Bahía Blanca,Bahía Blanca,6056010,33,19,152,83,323,362,427,2856,423,1263,27,1602,3642,59694
BUENOS AIRES,Bahía Blanca,Cabildo,6056020,6,0,0,0,0,1,10,0,0,0,0,0,0,0
BUENOS AIRES,Bahía Blanca,General Daniel Cerri  (Est. General Cerri),6056030,0,0,0,0,0,0,11,48,3,300,0,0,104,929
BUENOS AIRES,Bahía Blanca,Ingeniero White,6056020,3,0,0,0,0,0,0,0,0,0,0,0,0,1
BUENOS AIRES,Balcarce,Balcarce,6063010,9,0,0,98,0,0,327,795,253,611,0,24,836,7503
BUENOS AIRES,Balcarce,Los Pinos,6063020,5,0,0,5,0,0,17,0,12,0,0,0,0,0
BUENOS AIRES,Balcarce,Napaleofú,6063030,0,0,38,0,23,0,56,0,27,0,0,0,1,0
BUENOS AIRES,Balcarce,Ramos Otero,6063040,0,0,8,0,0,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Balcarce,San Agustín,6063050,24,0,0,8,0,0,25,0,18,0,0,0,0,0
BUENOS AIRES,Balcarce,Villa Laguna La Brava,6063060,0,0,0,1,0,0,18,1,15,4,1,2,0,0
BUENOS AIRES,Baradero,Baradero,6070010,1,1,35,0,924,1,345,1,482,47,15,0,414,4040
BUENOS AIRES,Baradero,Irineo Portela,6070020,0,0,0,0,76,0,0,0,1,0,2,0,0,0
BUENOS AIRES,Baradero,Santa Coloma,6070030,0,0,0,0,53,0,0,0,0,0,2,0,0,0
BUENOS AIRES,Baradero,Villa Alsina  (Est. Alsina),6070040,0,0,0,0,153,0,55,0,123,8,1,0,0,0
BUENOS AIRES,Benito Juárez,Barker,6084010,1,1,20,0,78,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Benito Juárez,Benito Juárez  (Est. Juárez),6084020,4,1,0,0,0,0,0,428,59,914,0,32,0,0
BUENOS AIRES,Benito Juárez,López,6084030,0,0,0,0,12,0,0,0,9,0,0,0,0,0
BUENOS AIRES,Benito Juárez,Villa Cacique  (Est. Alfredo Fortabat),6084050,0,1,50,43,24,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Berazategui,Berazategui,6091010,16,11,24,2,4,5,5,108,361,1422,21,6357,12259,6992
BUENOS AIRES,Berazategui,Berazategui Oeste,6091010,0,11,0,0,0,0,0,0,3,0,18,0,11065,3552
BUENOS AIRES,Berazategui,Carlos Tomás Sourigues,6091010,0,0,0,0,0,3,0,7,23,8,0,190,1094,394
BUENOS AIRES,Berazategui,Centro Agrícola El Pato,6091010,0,0,2000,5,3,4,0,0,33,10,2,0,17,12
BUENOS AIRES,Berazategui,Guillermo E. Hudson,6091010,2,0,0,1,0,3,2,31,116,20,12,2355,5029,2201
BUENOS AIRES,Berazategui,Juan María Gutierrez,6091010,0,0,7,8,48,0,26,97,19,318,2,0,2147,952
BUENOS AIRES,Berazategui,Pereyra,6091010,0,0,0,0,0,0,0,2,0,3,0,310,20,110
BUENOS AIRES,Berazategui,Plátanos,6091010,3,0,1,0,0,2,0,0,37,0,6,1,1572,498
BUENOS AIRES,Berazategui,Ranelagh,6091010,0,1,3,0,0,1,0,2,48,8,4,5755,1169,692
BUENOS AIRES,Berazategui,Villa España,6091010,0,1,0,0,0,0,0,0,51,0,1,0,1492,646
BUENOS AIRES,Berisso,Barrio El Carmen (Este),6098010,170,0,0,0,0,0,28,9,3,115,14,20,8,15
BUENOS AIRES,Berisso,Berisso,6098010,4,8,3,0,4,3,242,1351,10,1150,1,14,1482,5750
BUENOS AIRES,Berisso,Villa Arguello,6098010,172,0,0,0,0,0,28,8,2,115,14,20,8,15
BUENOS AIRES,Berisso,Villa Nueva,6098010,172,0,0,0,0,0,28,8,2,115,14,20,8,15
BUENOS AIRES,Berisso,Villa Progreso,6098010,167,0,0,0,0,0,28,8,2,116,15,21,9,16
BUENOS AIRES,Bolívar,Hale,6105010,0,0,0,0,0,0,0,0,10,0,0,0,0,0
BUENOS AIRES,Bolívar,Juan F. Ibarra,6105020,0,0,0,0,0,0,0,0,1,0,0,0,0,0
BUENOS AIRES,Bolívar,Otros,Sin Datos,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BUENOS AIRES,Bolívar,Pirovano,6105050,50,0,0,0,0,0,45,0,0,0,0,0,0,0
BUENOS AIRES,Bolívar,San Carlos de Bolívar  (Est. Bolívar),6105060,0,0,0,0,0,2,0,403,20,462,1,0,373,3683
BUENOS AIRES,Bolívar,Urdampilleta,6105070,0,0,0,0,0,0,71,0,0,0,0,2,0,0
BUENOS AIRES,Bragado,Bragado,6112010,0,0,1,93,125,0,0,232,8,293,1,4,458,1750
BUENOS AIRES,Bragado,Comodoro Py,6112020,0,0,0,0,154,0,44,0,22,0,0,0,0,0
BUENOS AIRES,Bragado,General O'Brien,6112030,0,0,0,321,0,0,0,0,0,36,0,0,0,0
BUENOS AIRES,Bragado,Irala,6112040,0,0,0,0,0,2,0,0,0,0,0,0,0,0
BUENOS AIRES,Bragado,Mechita (Est. Mecha),6112070,0,0,0,0,10,7,0,0,0,0,0,0,0,0
BUENOS AIRES,Bragado,Olascoaga,6112080,0,0,0,0,21,0,6,0,3,0,0,0,0,0
BUENOS AIRES,Bragado,Warnes,6112090,0,0,0,0,151,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Brandsen,Coronel Brandsen,6119050,3,0,5,15,4,210,0,602,1038,1045,126,661,618,213
BUENOS AIRES,Brandsen,Jeppener,6119070,0,0,13,23,122,414,0,72,171,0,1,1,0,0
BUENOS AIRES,Campana,Alto Los Cardales,6126010,0,0,0,35,0,0,0,0,0,0,0,1,0,43
BUENOS AIRES,Campana,Barrio Los Pioneros,6126020,0,0,0,60,0,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Campana,Campana,6126030,237,1,60,1,99,7,135,1,708,80,109,31,1373,12594
BUENOS AIRES,Campana,Chacras Del Río Luján,6126035,0,0,0,41,0,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Campana,Lomas del Río Luján (Est. Río Luján),6126040,0,0,0,0,0,0,0,0,1,0,0,0,0,0
BUENOS AIRES,Cañuelas,Alejandro Petión,6134010,1,0,0,0,0,0,0,36,40,48,0,0,69,324
BUENOS AIRES,Cañuelas,Barrio Belgrano-Máximo Paz,6134030,0,0,0,0,0,0,0,0,48,0,0,0,0,0
BUENOS AIRES,Cañuelas,Barrio El Taladro,6134020,0,0,0,0,0,0,0,0,167,0,23,1,9,0
BUENOS AIRES,Cañuelas,Cañuelas,6134030,1,0,0,0,1,2,0,310,528,611,1430,17,1167,2631
BUENOS AIRES,Cañuelas,Gobernador Udaondo,6134040,0,0,0,0,0,0,0,0,20,0,0,0,1,0
BUENOS AIRES,Cañuelas,Máximo Paz,6134050,0,0,0,0,0,10,100,0,228,0,1,3,28,27
BUENOS AIRES,Cañuelas,Santa Rosa,6134060,0,2,0,0,0,0,115,0,118,0,0,0,0,0
BUENOS AIRES,Cañuelas,Uribelarrea,6134070,0,0,0,0,0,80,12,17,618,56,40,4,47,0
BUENOS AIRES,Cañuelas,Vicente Casares,6134080,0,0,0,0,0,0,0,29,25,136,0,0,0,0
BUENOS AIRES,Capitán Sarmiento,Capitán Sarmiento,6140010,0,0,0,0,89,0,0,70,252,127,1,1,878,2579
BUENOS AIRES,Capitán Sarmiento,La Luisa,6140020,0,0,0,0,44,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Carlos Casares,Cadret,6147020,0,0,5,0,0,0,18,19,0,0,0,0,0,0
BUENOS AIRES,Carlos Casares,Carlos Casares,6147030,0,1,65,0,0,0,1133,1263,0,765,0,2,1057,1109
BUENOS AIRES,Carlos Casares,La Sofía,6147060,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Carlos Casares,Mauricio Hirsch,6147070,0,0,0,0,0,0,20,19,0,0,0,0,0,0
BUENOS AIRES,Carlos Casares,Moctezuma,6147080,0,0,0,0,108,53,0,0,0,0,0,0,0,0
BUENOS AIRES,Carlos Casares,Santo Tomás,6147095,0,0,1,0,0,0,17,16,0,0,0,0,0,0
BUENOS AIRES,Carlos Casares,Smith,6147100,0,0,0,0,166,24,0,0,0,0,0,0,0,0
BUENOS AIRES,Carlos Tejedor,Carlos Tejedor,6154010,1,0,0,210,299,56,147,2,1,8,0,0,0,0
BUENOS AIRES,Carlos Tejedor,Colonia Seré,6154020,0,0,0,77,0,0,0,0,50,0,0,0,0,0
BUENOS AIRES,Carlos Tejedor,Curarú,6154030,0,0,0,0,16,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Carlos Tejedor,Timote,6154040,0,0,0,61,0,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Carlos Tejedor,Tres Algarrobos  (Est. Cuenca),6154050,0,0,0,198,0,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Carmen de Areco,Carmen de Areco,6161010,0,0,0,0,903,0,0,109,8,372,0,1,139,1226
BUENOS AIRES,Carmen de Areco,Pueblo Gouin,6161020,0,0,0,0,31,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Carmen de Areco,Tres Sargentos,6161030,0,0,0,0,107,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Castelli,Castelli,6168010,0,2,105,173,62,621,0,21,193,240,0,0,41,8
BUENOS AIRES,Castelli,Centro Guerrero,6168020,0,0,0,11,4,19,0,0,1,5,0,0,0,0
BUENOS AIRES,Castelli,Cerro De La Gloria,6168030,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Chacabuco,Castilla,6210010,0,0,0,0,52,0,217,0,5,0,0,0,0,0
BUENOS AIRES,Chacabuco,Chacabuco,6210020,83,0,0,0,0,5,1497,353,781,472,157,36,785,5686
BUENOS AIRES,Chacabuco,O'Higgins,6210040,0,0,0,0,100,0,342,0,0,0,0,0,0,0
BUENOS AIRES,Chacabuco,Rawson,6210050,0,0,2,113,1,303,0,0,116,0,31,1,0,0
BUENOS AIRES,Chascomús,Barrio San Cayetano,6217020,0,0,0,0,0,0,83,0,27,0,20,0,1,0
BUENOS AIRES,Chascomús,Chascomús,6217010,0,2,323,0,725,457,0,732,496,847,485,5,738,4646
BUENOS AIRES,Chascomús,Manuel J. Cobo  (Est. Lezama),6217020,0,0,75,0,174,146,0,269,49,91,13,23,2,0
BUENOS AIRES,Chivilcoy,Benitez,6224005,0,0,0,0,0,0,0,0,0,19,0,0,0,0
BUENOS AIRES,Chivilcoy,Chivilcoy,6224010,2363,0,0,906,5,0,2,930,37,3067,8,8,1651,4207
BUENOS AIRES,Chivilcoy,Emilio Ayarza,6224020,0,0,0,0,0,0,0,0,0,5,0,0,0,0
BUENOS AIRES,Chivilcoy,Gorostiaga,6224030,0,0,0,55,1,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Chivilcoy,La Rica,6224040,0,0,0,0,4,0,11,8,10,8,0,1,0,0
BUENOS AIRES,Chivilcoy,Moquehuá,6224050,0,0,0,0,0,0,316,3,26,8,0,1,0,0
BUENOS AIRES,Chivilcoy,Ramón Biaus,6224060,0,0,0,0,6,3,4,14,7,34,0,2,0,0
BUENOS AIRES,Chivilcoy,San Sebastián,6224070,0,0,0,0,0,3,38,5,0,3,0,1,0,0
BUENOS AIRES,Colón,Colón,6175010,2414,0,0,0,1328,2,959,257,8,711,4,106,812,2572
BUENOS AIRES,Colón,Pearson,6175030,0,0,0,0,0,0,80,0,8,0,0,0,0,0
BUENOS AIRES,Colón,Sarasa,6175040,0,0,0,0,0,0,2,0,0,0,0,0,0,0
BUENOS AIRES,Coronel de Marina L. Rosales,Bajo Hondo,6182010,0,0,0,6,9,14,27,0,3,0,25,0,0,0
BUENOS AIRES,Coronel de Marina L. Rosales,Balneario Pehuen Co,6182020,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Coronel de Marina L. Rosales,Pago Chico,6182025,0,0,0,7,7,0,22,0,5,2,0,0,0,0
BUENOS AIRES,Coronel de Marina L. Rosales,Punta Alta  (Est Almirante Solier),6182030,0,6,1,0,1,0,0,185,33,189,4,7,380,4010
BUENOS AIRES,Coronel de Marina L. Rosales,Villa del Mar,6182030,0,0,0,0,0,0,0,0,0,0,101,0,0,0
BUENOS AIRES,Coronel de Marina L. Rosales,Villa General Arias  (Est. Kilómetro 638),6182050,0,0,0,0,0,0,0,0,0,0,165,0,0,0
BUENOS AIRES,Coronel Dorrego,Balneario Marisol,6189020,0,0,0,0,0,0,0,0,363,25,14,0,0,0
BUENOS AIRES,Coronel Dorrego,Coronel Dorrego,6189030,0,0,0,0,0,0,0,114,13,158,0,2,123,962
BUENOS AIRES,Coronel Dorrego,El Perdido  (Est. José A. Guisasola),6189040,0,0,0,0,5,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Coronel Dorrego,Oriente,6189070,0,0,0,15,0,0,0,48,530,46,9,1,0,0
BUENOS AIRES,Coronel Pringles,Coronel Pringles  (Est. Pringles),6196010,7,0,0,0,0,0,1679,335,143,380,11,7,8,0
BUENOS AIRES,Coronel Pringles,Indio Rico,6196040,0,0,0,0,0,0,3,0,0,24,0,0,0,0
BUENOS AIRES,Coronel Suárez,Coronel Suárez,6203020,8,0,0,0,0,0,0,2283,15,298,3,408,366,2066
BUENOS AIRES,Coronel Suárez,Huanguelén,6203050,0,0,0,23,0,0,0,371,8,134,1384,146,89,10
BUENOS AIRES,Coronel Suárez,Pasman,6203060,0,0,0,0,0,0,0,0,0,71,0,0,0,0
BUENOS AIRES,Coronel Suárez,San José,6203070,9,0,0,0,0,0,0,0,0,596,90,85,7,49
BUENOS AIRES,Coronel Suárez,Santa María,6203080,5,0,0,0,0,0,0,0,1,373,54,72,0,21
BUENOS AIRES,Coronel Suárez,Santa Trinidad,6203090,13,0,0,0,0,0,0,0,0,465,73,85,10,57
BUENOS AIRES,Coronel Suárez,Villa La Arcadia,6203100,0,0,0,0,0,0,0,92,0,89,6,34,3,0
BUENOS AIRES,Daireaux,Daireaux,6231030,0,0,0,0,0,0,0,396,0,183,0,0,0,0
BUENOS AIRES,Daireaux,Salazar,6231060,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Dolores,Dolores,6238010,4,0,68,0,172,53,2600,630,794,597,672,3,421,1748
BUENOS AIRES,Dolores,Sevigne,6238020,0,0,0,0,0,0,0,0,1,0,0,0,0,0
BUENOS AIRES,Ensenada,Ensenada,6245010,13,5,428,59,1190,21,276,530,59,520,44,8,3899,4117
BUENOS AIRES,Ensenada,Villa Catela,6245010,4,0,0,0,0,0,1,1,1,0,0,0,0,0
BUENOS AIRES,Escobar,Belen de Escobar,6252010,48,21,77,261,264,2,941,0,2375,34,7933,1904,5347,3720
BUENOS AIRES,Escobar,El cazador,6252010,0,0,0,0,0,2,0,0,11,0,1,2251,14,7
BUENOS AIRES,Escobar,Garín,6252010,1917,3,24,1,87,12,163,13,353,10,115,1828,1825,1256
BUENOS AIRES,Escobar,Ingeniero Maschwitz,6252010,24,3,24,21,76,8,313,1,178,8,22,1056,953,1347
BUENOS AIRES,Escobar,Loma Verde,6252010,0,0,0,0,0,0,0,0,1,0,0,0,343,563
BUENOS AIRES,Escobar,Maquinista F. Savio (este),6252010,5,0,1,0,6,9,58,0,175,7,13,37,91,414
BUENOS AIRES,Escobar,Matheu,6252010,5,2,24,1,35,8,136,11,468,25,130,2,42,31
BUENOS AIRES,Esteban Echeverría,9 De Abril,6260010,3,2,3,13,0,6,83,52,163,21,1,7,43,105
BUENOS AIRES,Esteban Echeverría,Canning,6260010,62,0,1,0,0,2,0,2,11,0,1,1070,150,733
BUENOS AIRES,Esteban Echeverría,El Jagüel,6260010,2,0,1,29,0,5,18,0,109,1,4,7,48,139
BUENOS AIRES,Esteban Echeverría,Luis Guillón,6260010,3,2,2,21,0,4,32,1,154,0,2,1772,225,1228
BUENOS AIRES,Esteban Echeverría,Monte Grande,6260010,5,10,10,55,5,23,130,47,525,89,178,25274,707,3678
BUENOS AIRES,Esteban Echeverría,Zona Aeropuerto Internacional Ezeiza,6260010,0,0,0,0,0,126,0,0,118,64,34,0,0,0
BUENOS AIRES,Exaltación de la Cruz,Arroyo de la Cruz,6266010,0,0,0,0,0,0,0,175,0,6,0,0,1,0
BUENOS AIRES,Exaltación de la Cruz,Capilla del Señor  (Est. Capilla),6266020,1,2,0,0,0,0,0,94,0,238,0,82,0,0
BUENOS AIRES,Exaltación de la Cruz,El Remanso,6266030,0,0,0,0,0,0,0,331,31,17,0,0,296,0
BUENOS AIRES,Exaltación de la Cruz,Los Cardales,6266040,0,0,0,30,0,23,0,0,0,0,0,0,1127,680
BUENOS AIRES,Exaltación de la Cruz,Parada Orlando,6266050,0,0,0,0,0,0,0,5,0,0,0,0,0,0
BUENOS AIRES,Exaltación de la Cruz,Parada Robles - Pavón,6266060,5,0,0,0,25,0,0,1058,98,86,423,0,992,123
BUENOS AIRES,Ezeiza,Aeropuerto Internacional Ezeiza,6270010,1,2,2,0,2,0,11,32,9,20,0,1,0,1
BUENOS AIRES,Ezeiza,Canning,6270010,80,0,0,0,0,6,0,48,24,103,4,974,125,145
BUENOS AIRES,Ezeiza,Carlos Spegazzini,6270010,12,0,0,0,0,6,0,54,145,263,1,12,33,27
BUENOS AIRES,Ezeiza,José Maria Ezeiza,6270010,20,4,1,0,0,43,0,176,425,119,2,4999,385,2052
BUENOS AIRES,Ezeiza,La Unión,6270010,0,3,0,0,0,6,0,15,206,87,0,6,55,245
BUENOS AIRES,Ezeiza,Otros,Sin Datos,0,2,0,0,0,0,0,0,0,0,0,5,0,0
BUENOS AIRES,Ezeiza,Tristán Suarez,6270010,3,0,0,0,0,5,0,131,322,232,2,4,166,865
BUENOS AIRES,Florencio Varela,Bosques,6274010,0,0,228,38,2,2,11,13,270,8,0,2655,1600,1103
BUENOS AIRES,Florencio Varela,Estanislao Severo Zeballos,6274010,1,0,0,0,0,1,0,0,83,2,1,2266,1127,776
BUENOS AIRES,Florencio Varela,Florencio Varela,6274010,6,134,611,131,85,8,69,98,600,291,2,18275,4356,3181
BUENOS AIRES,Florencio Varela,Gobernador Julio A. Costa,6274010,0,0,0,0,0,1,0,2,174,0,0,4,1108,974
BUENOS AIRES,Florencio Varela,Ingeniero Juan Allan,6274010,0,0,920,0,0,9,0,0,92,0,0,909,334,208
BUENOS AIRES,Florencio Varela,La Capilla,6274010,0,0,0,0,0,0,0,0,0,0,0,2,0,0
BUENOS AIRES,Florencio Varela,la rotonda,6274010,0,0,72,0,0,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Florencio Varela,Villa Brown,6274010,0,0,0,0,0,0,0,0,0,0,0,0,102,158
BUENOS AIRES,Florencio Varela,Villa San Luis,6274010,0,0,0,0,0,0,0,0,5,0,0,1,115,91
BUENOS AIRES,Florencio Varela,Villa Santa Rosa,6274010,0,0,0,0,0,0,0,7,171,18,0,226,14,15
BUENOS AIRES,Florencio Varela,Villa Vatteone,6274010,0,0,0,0,0,0,0,4,73,5,0,356,1621,1336
BUENOS AIRES,Florentino Ameghino,Blaquier,6277010,0,0,0,0,5,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Florentino Ameghino,Florentino Ameghino,6277020,1,0,3,75,0,0,11,140,32,2,5,0,0,0
BUENOS AIRES,Florentino Ameghino,Porvenir,6277030,0,0,0,0,2,0,0,0,0,0,0,0,0,0
BUENOS AIRES,General Alvarado,Centinela Del Mar,6280005,0,0,0,0,0,0,0,1,0,0,0,0,0,0
BUENOS AIRES,General Alvarado,Comandante Nicanor Otamendi,6280010,0,1,209,338,76,307,22,0,7,2,0,0,0,0
BUENOS AIRES,General Alvarado,Mar del Sur,6280020,0,0,7,30,28,42,14,0,0,0,0,0,0,0
BUENOS AIRES,General Alvarado,Mechongué,6280030,256,0,0,0,3,0,0,0,0,0,0,0,0,0
BUENOS AIRES,General Alvarado,Miramar,6280040,1,1,68,181,93,35,213,2059,207,1843,973,9,1465,2293
BUENOS AIRES,General Alvear,General Alvear,6287010,0,0,0,0,0,0,0,0,41,0,40,0,0,0
BUENOS AIRES,General Arenales,Arribeños,6294010,1,0,12,107,404,1,157,0,259,1,32,0,12,0
BUENOS AIRES,General Arenales,Ascensión,6294020,0,0,0,0,395,0,140,1450,0,0,0,0,0,0
BUENOS AIRES,General Arenales,Ferré,6294040,0,0,43,0,152,187,58,0,76,18,30,1,3,5
